ID,node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
535,11967,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
540,11999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
540,11999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
545,10229,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
548,14136,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
563,8000,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
564,88,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
571,7904,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
572,8050,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
573,292,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
579,12286,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
580,211,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
581,136,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
584,403,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
588,12174,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
593,12306,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
604,12160,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
616,12438,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
621,12444,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
635,12428,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
637,13213,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
644,12466,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
647,13098,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
649,12289,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
653,12452,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
653,12452,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
654,13145,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
655,13231,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
659,12475,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
659,12475,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
667,12256,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
668,12397,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
670,13234,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
671,12288,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
679,12518,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
684,13138,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
684,13138,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
691,13370,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
693,12399,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
696,13088,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
697,13272,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
697,13272,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
699,13236,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
701,13268,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
707,12275,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
708,12334,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
720,13375,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
725,12206,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
731,13264,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
736,13087,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
738,13389,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
740,13262,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
744,13122,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
750,12487,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
754,12491,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
756,12277,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
759,13300,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
760,13301,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
777,13317,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
778,13317,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
787,13318,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
791,13469,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
792,13310,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
795,12267,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
796,13128,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
800,12550,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
813,13404,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
813,13404,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
813,13404,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
820,13412,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
821,13256,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
823,13456,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
823,13456,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
834,13260,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
844,13322,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
852,12229,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
852,12229,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
855,13286,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
872,13132,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
875,13457,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
876,13283,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
888,12617,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
890,13334,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
898,13459,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
907,12718,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
912,13338,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
921,13402,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
921,13402,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
923,13402,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
924,13244,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
925,13244,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
928,13136,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
929,13407,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
932,13407,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
936,13439,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
937,13279,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
943,13329,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
944,13292,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
948,12860,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
949,10191,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
950,10191,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
950,10191,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
969,12137,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
971,12137,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
974,12147,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
977,13410,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
981,13481,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1002,13120,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
1002,13120,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
1004,13630,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
1011,13550,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
1020,13548,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1027,12145,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1027,12145,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1028,12145,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1050,13928,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1051,13616,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
1051,13616,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
1061,13627,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
1062,12918,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
1064,12627,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
1071,13620,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
1075,13589,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1090,13581,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1092,13691,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1093,13635,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1096,12826,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1097,13634,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1102,12894,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
1109,12940,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1112,13562,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1117,12831,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1119,12929,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1120,12929,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1138,12947,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1151,13660,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1152,13660,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1159,12681,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
1160,13586,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1170,12676,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
1170,12676,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
1182,13744,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1186,13672,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1189,13672,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1190,13753,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1193,13558,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1201,13743,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1204,13653,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1206,12801,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
1225,13658,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1229,13574,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1229,13574,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1237,12950,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1238,13737,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1238,13737,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1245,13738,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1245,13738,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1246,13738,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1248,13745,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1252,12925,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1253,13541,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1253,13541,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1255,13059,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1264,13053,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1273,13805,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1277,13507,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1278,13507,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1286,13854,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1287,13846,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1292,13943,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
1294,13531,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1294,13531,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1296,13845,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1296,13845,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1303,13787,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1304,14035,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
1304,14035,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
1304,14035,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
1313,14043,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
